id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
2835	reconsolidation	-1.0585	0.0955	2	51	155	32	2014.9375	15.9062	0.7622
2914	retrieval	0.2554	0.337	1	87	344	61	2015.2295	18.1967	0.8399
2924	retrograde-amnesia	0.092	0.1764	3	61	156	28	2014.1071	23.0714	1.0986
2989	schizophrenia	0.1826	-0.5078	4	49	75	21	2015.381	17.5714	1.0057
3152	source memory	1.1095	0.0073	1	37	84	19	2015.9474	5.7368	0.3528
3177	spatial memory	-0.3243	0.1408	3	71	245	53	2015.0943	18.1321	0.76
3257	stress	-0.1827	-0.5326	4	64	172	30	2016.2	16	0.7752
3315	synaptic plasticity	-0.7926	-0.2216	2	71	332	75	2015.36	32.3867	1.5043
3546	ventral hippocampus	-0.7063	0.8678	3	29	58	12	2015.8333	18.75	0.8729
3634	working memory	0.2524	-0.2246	4	38	56	11	2016.9091	12.2727	0.7749
3635	working-memory	0.6316	0.1103	1	75	250	50	2015.28	14.68	0.7416
