id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
965	memory retrieval	-0.2012	-0.7419	3	37	50	7	2005.2857	89.4286	1.0057
971	messenger-rna	-0.7578	-0.4572	4	29	43	9	2006.3333	80.8889	1.3949
973	messenger-rna levels	-1.12	0.2696	4	11	29	6	2000.1667	408.8333	2.4405
980	methyl-d-aspartate	-0.9921	0.4369	4	20	39	8	2001	371.125	2.5145
983	mice	-0.29	0.1661	2	50	111	23	2005.7826	55.3043	0.8585
1000	models	0.4439	0.3756	1	21	26	6	2004.6667	47	0.55
1001	modulation	0.1811	0.9467	2	24	38	6	2002.6667	35	0.5709
1013	morphine	-0.2468	1.0061	2	28	48	8	2000.875	31.875	0.5011
1029	muscimol	-0.0347	-1.1047	3	28	53	6	2002	173.8333	1.4912
1072	neurons	-0.4784	-0.1885	4	22	34	9	2004.1111	89.5556	1.4959
1079	neurotoxic lesions	-0.0192	-0.9759	3	32	68	9	2003.4444	187.7778	1.368
1099	nmda receptors	-0.769	-0.1814	4	46	82	13	2005.6923	186.3846	1.6954
1186	performance	0.821	0.0426	1	30	51	13	2003.0769	55.6923	0.8524
1189	perirhinal cortex	0.3435	-0.7374	3	34	59	10	2005.8	141.7	1.4703
1251	prefrontal cortex	0.4663	0.1905	1	47	90	16	2005.625	36.9375	0.451
1285	protein-synthesis	-0.5863	0.4525	2	53	131	20	2005.15	73.2	0.7184
1305	rat	-0.2061	-0.2208	3	48	101	17	2005.4118	74.6471	0.8742
1309	rat hippocampus	-0.9048	-0.1827	4	34	70	14	2004	184.9286	1.5113
1311	rat-brain	-0.8831	-0.3935	4	24	33	9	2003.7778	115.4444	1.1562
1313	rats	-0.0498	-0.7758	3	49	127	19	2003.6842	107.6842	1.1657
1318	reactivation	0.0574	0.7924	2	38	65	9	2006	55.2222	0.667
1322	recall	0.8462	-0.1155	1	28	54	11	2000	42.5455	0.6106
1338	recognition	0.7617	0.3625	1	30	44	13	2004.2308	44.9231	0.6944
1339	recognition memory	0.9395	-0.053	1	57	169	37	2005.4324	66.5405	0.7848
1342	recollection	0.902	0.2567	1	31	59	11	2006.2727	64.2727	0.8523
1345	reconsolidation	-0.1418	0.7276	2	36	72	10	2005.9	53.9	0.6549
1379	retrieval	0.2049	0.1597	2	84	232	38	2004	78.4211	0.794
1383	retrograde-amnesia	-0.0404	-0.2508	3	62	150	24	2005	123.25	1.2414
1404	schizophrenia	0.7528	0.1668	1	32	45	13	2003.6923	27.0769	0.3472
1419	semantic memory	0.915	-0.3888	1	21	34	7	2002.7143	28.7143	0.3541
1425	sensitization	-0.312	0.6577	2	30	42	7	2005.2857	32.8571	0.4544
1478	spatial memory	-0.0696	-0.0981	4	66	164	28	2006.3929	61.8214	0.9698
1501	stress	-0.9248	0.1046	4	27	42	7	2004.2857	71.2857	0.6006
1526	synaptic plasticity	-0.6757	-0.1292	4	46	123	26	2006.3846	78.8462	1.1737
1531	system	0.1248	0.603	2	29	38	7	2005.2857	45.7143	0.7044
1532	systems	0.1003	-0.3897	3	29	36	6	2005.3333	36.8333	0.5412
1537	task	0.3194	-0.0243	1	29	34	7	2005.2857	52.4286	0.9746
1554	temporal-order	1.1213	-0.0128	1	21	32	6	2004.3333	45.3333	0.702
1648	working-memory	0.6253	-0.1994	1	39	65	14	2004.5	93.5714	0.9315
